-0.000691, 0.00032, 0.349
-0.00037, 0.000316, 0.35
0.0015, 0.000255, 0.352
0.00506, 0.00017, 0.353
0.01, 5.12e-05, 0.352
0.0161, -1.46e-05, 0.35
0.0234, 0.000157, 0.347
0.0321, 0.000862, 0.342
0.041, 0.00196, 0.34
0.0489, 0.00196, 0.339
0.0558, 0.00061, 0.339
0.0619, -0.00198, 0.339
0.0676, -0.00501, 0.337
0.0717, -0.00625, 0.337
0.0738, -0.00522, 0.338
0.0748, -0.00235, 0.338
0.0746, 0.00209, 0.338
0.0734, 0.00781, 0.337
0.072, 0.0141, 0.334
0.0705, 0.0179, 0.334
0.0687, 0.0188, 0.337
0.0676, 0.0179, 0.338
0.067, 0.0155, 0.338
0.0664, 0.0115, 0.338
0.0671, 0.00705, 0.338
0.0691, 0.00419, 0.338
0.0726, 0.00342, 0.338
0.0777, 0.00453, 0.339
0.084, 0.00717, 0.337
0.0913, 0.0105, 0.336
0.1, 0.0128, 0.335
0.111, 0.0135, 0.334
0.124, 0.0125, 0.332
0.136, 0.00951, 0.331
0.148, 0.00517, 0.331
0.158, 0.000213, 0.333
0.168, -0.00452, 0.334
0.18, -0.00826, 0.332
0.191, -0.00964, 0.331
0.201, -0.00829, 0.333
0.211, -0.00485, 0.335
0.22, 0.000182, 0.338
0.229, 0.00594, 0.336
0.238, 0.0111, 0.331
0.249, 0.0142, 0.328
0.26, 0.0144, 0.329
0.269, 0.0124, 0.332
0.278, 0.00879, 0.334
0.287, 0.00443, 0.334
0.297, 0.0011, 0.332
0.309, -0.00066, 0.329
0.321, -0.000315, 0.326
0.333, 0.00251, 0.327
0.344, 0.00703, 0.329
0.355, 0.0118, 0.33
0.367, 0.0158, 0.328
0.38, 0.0181, 0.324
0.393, 0.0175, 0.324
0.404, 0.0144, 0.327
0.416, 0.00965, 0.33
0.428, 0.00436, 0.33
0.441, 9.05e-05, 0.326
0.456, -0.00235, 0.322
0.47, -0.0016, 0.323
0.483, 0.00186, 0.326
0.497, 0.00692, 0.33
0.51, 0.0125, 0.329
0.525, 0.0174, 0.324
0.541, 0.0203, 0.32
0.555, 0.0194, 0.321
0.569, 0.016, 0.325
0.583, 0.0111, 0.329
0.598, 0.00594, 0.328
0.613, 0.00118, 0.322
0.628, -0.00177, 0.318
0.643, -0.00142, 0.32
0.658, 0.0015, 0.324
0.673, 0.00588, 0.328
0.688, 0.0107, 0.327
0.704, 0.0154, 0.32
0.719, 0.0176, 0.317
0.734, 0.0161, 0.32
0.749, 0.0123, 0.324
0.764, 0.00758, 0.327
0.78, 0.00267, 0.326
0.796, -0.00212, 0.319
0.811, -0.00417, 0.316
0.825, -0.00278, 0.32
